Sun Dec  5 23:15:15 2021       
+-----------------------------------------------------------------------------+
| NVIDIA-SMI 418.87.00    Driver Version: 418.87.00    CUDA Version: 10.1     |
|-------------------------------+----------------------+----------------------+
| GPU  Name        Persistence-M| Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp  Perf  Pwr:Usage/Cap|         Memory-Usage | GPU-Util  Compute M. |
|===============================+======================+======================|
|   0  Tesla V100-PCIE...  On   | 00000000:AF:00.0 Off |                    0 |
| N/A   31C    P0    26W / 250W |      0MiB / 32480MiB |      0%      Default |
+-------------------------------+----------------------+----------------------+
                                                                               
+-----------------------------------------------------------------------------+
| Processes:                                                       GPU Memory |
|  GPU       PID   Type   Process name                             Usage      |
|=============================================================================|
|  No running processes found                                                 |
+-----------------------------------------------------------------------------+
Rank 0 - Image COVID-19_02132021(8).jpg - Prediction 0 - Time 11.438113689422607
Rank 1 - Image patient08978-study1-view1_frontal.jpg - Prediction 2 - Time 11.513224124908447
Rank 1 - Image patient03928-study1-view1_frontal.jpg - Prediction 0 - Time 6.738966464996338
Rank 0 - Image COVID-19_02132021(10).jpg - Prediction 2 - Time 8.923566102981567
Rank 1 - Image patient06820-study2-view1_frontal.jpg - Prediction 0 - Time 6.647582530975342
Rank 0 - Image COVID-19_02132021(47).jpg - Prediction 2 - Time 6.711466550827026
Rank 1 - Image patient01495-study1-view1_frontal.jpg - Prediction 0 - Time 6.599569082260132
Rank 0 - Image covid-19-pneumonia-22-day2-pa.png - Prediction 2 - Time 8.774399995803833
Rank 1 - Image patient04624-study1-view1_frontal.jpg - Prediction 0 - Time 6.611802339553833
Rank 0 - Image 8FDE8DBA-CFBD-4B4C-B1A4-6F36A93B7E87.jpeg - Prediction 0 - Time 7.6982526779174805
Rank 1 - Image patient02946-study6-view1_frontal.jpg - Prediction 0 - Time 6.619811534881592
Rank 0 - Image COVID-19_02132021(18).jpg - Prediction 1 - Time 7.730152368545532
Rank 1 - Image patient03579-study4-view1_frontal.jpg - Prediction 0 - Time 6.676485776901245
Rank 1 - Image patient02500-study1-view1_frontal.jpg - Prediction 0 - Time 6.563592195510864
Rank 0 - Image extubation-8.jpg - Prediction 2 - Time 8.239880800247192
Rank 1 - Image patient02559-study1-view1_frontal.jpg - Prediction 0 - Time 6.579394102096558
Rank 0 - Image figure1-5e7c1b8d98c29ab001275405-98.jpeg - Prediction 2 - Time 7.486488342285156
Rank 1 - Image patient05834-study2-view1_frontal.jpg - Prediction 2 - Time 6.475770950317383
Rank 0 - Image COVID-19_02132021(34).jpg - Prediction 1 - Time 7.980567693710327
Rank 1 - Image patient08354-study1-view1_frontal.jpg - Prediction 2 - Time 6.618372201919556
Rank 0 - Image 31BA3780-2323-493F-8AED-62081B9C383B.jpeg - Prediction 2 - Time 7.339508533477783
Rank 1 - Image patient02896-study3-view1_frontal.jpg - Prediction 1 - Time 6.441006422042847
Rank 0 - Image COVID-1912132020(95).jpg - Prediction 2 - Time 8.078168153762817
Rank 1 - Image patient04697-study1-view1_frontal.jpg - Prediction 2 - Time 6.491555452346802
Rank 1 - Image patient02199-study1-view1_frontal.jpg - Prediction 0 - Time 6.565040111541748
Rank 0 - Image COVID-1912132020(57).jpg - Prediction 2 - Time 7.380206108093262
Rank 1 - Image patient02455-study2-view1_frontal.jpg - Prediction 1 - Time 6.599123001098633
Rank 0 - Image COVID-19_02132021(22).jpg - Prediction 2 - Time 7.432259798049927
Rank 1 - Image patient02220-study2-view1_frontal.jpg - Prediction 2 - Time 6.552005052566528
Rank 0 - Image 4-x-day4.jpg - Prediction 2 - Time 7.25842809677124
Rank 1 - Image patient07485-study1-view1_frontal.jpg - Prediction 2 - Time 6.66479229927063
Rank 0 - Image COVID-19_02132021(4).jpg - Prediction 0 - Time 7.2981884479522705
Rank 1 - Image patient06575-study1-view1_frontal.jpg - Prediction 0 - Time 6.500361919403076
Rank 0 - Image COVID-19_02132021(43).jpg - Prediction 2 - Time 6.9341723918914795
Rank 1 - Image patient00763-study1-view1_frontal.jpg - Prediction 2 - Time 6.57286524772644
Rank 0 - Image covid-19-pneumonia-7-PA.jpg - Prediction 2 - Time 7.779876947402954
Rank 1 - Image patient09048-study1-view1_frontal.jpg - Prediction 0 - Time 6.542440414428711
Rank 0 - Image 67d668e570c242404ba82c7cbe2ca8f2-05be-0.jpg - Prediction 2 - Time 7.126387596130371
Rank 1 - Image patient07836-study1-view1_frontal.jpg - Prediction 2 - Time 6.575509548187256
Rank 0 - Image COVID-19_02132021(38).jpg - Prediction 1 - Time 7.42772364616394
Rank 1 - Image patient03672-study1-view1_frontal.jpg - Prediction 2 - Time 6.624767065048218
Rank 0 - Image COVID-1912132020(60).jpg - Prediction 0 - Time 6.699762344360352
Rank 1 - Image patient04594-study1-view1_frontal.jpg - Prediction 0 - Time 6.541714906692505
Rank 0 - Image nejmoa2001191_f5-PA.jpeg - Prediction 2 - Time 6.728299379348755
Rank 1 - Image patient03048-study10-view1_frontal.jpg - Prediction 0 - Time 6.573699951171875
Rank 1 - Image patient01088-study1-view1_frontal.jpg - Prediction 0 - Time 6.589515209197998
Rank 0 - Image COVID-1912132020(99).jpg - Prediction 2 - Time 7.616533279418945
Rank 1 - Image patient01712-study1-view1_frontal.jpg - Prediction 0 - Time 6.5700201988220215
Rank 0 - Image COVID-1912132020(76).jpg - Prediction 2 - Time 7.7869086265563965
Rank 1 - Image patient05453-study1-view1_frontal.jpg - Prediction 2 - Time 6.538507699966431
Rank 0 - Image COVID-1912132020(98).jpg - Prediction 2 - Time 7.941652297973633
Rank 1 - Image patient00097-study1-view1_frontal.jpg - Prediction 0 - Time 6.550706624984741
Rank 0 - Image COVID-19_02132021(31).jpg - Prediction 2 - Time 6.646265506744385
Rank 1 - Image patient03645-study1-view1_frontal.jpg - Prediction 0 - Time 6.4935784339904785
Rank 0 - Image COVID-1912132020(77).jpg - Prediction 2 - Time 6.707805156707764
Rank 1 - Image patient09068-study3-view1_frontal.jpg - Prediction 2 - Time 6.60060715675354
Rank 0 - Image covid-19-pneumonia-43-day0.jpeg - Prediction 2 - Time 6.660371780395508
Rank 1 - Image patient00608-study1-view1_frontal.jpg - Prediction 2 - Time 6.58633017539978
Rank 0 - Image COVID-1912132020(61).jpg - Prediction 2 - Time 7.755604028701782
Rank 1 - Image patient05556-study1-view1_frontal.jpg - Prediction 0 - Time 6.654757261276245
Rank 0 - Image COVID-19_02132021(39).jpg - Prediction 0 - Time 6.6319684982299805
Rank 1 - Image patient03135-study1-view1_frontal.jpg - Prediction 2 - Time 6.446203947067261
Rank 0 - Image 23E99E2E-447C-46E5-8EB2-D35D12473C39.png - Prediction 2 - Time 7.545516490936279
Rank 1 - Image patient08165-study1-view1_frontal.jpg - Prediction 0 - Time 6.567337989807129
Rank 0 - Image 2B8649B2-00C4-4233-85D5-1CE240CF233B.jpeg - Prediction 2 - Time 6.674127101898193
Rank 1 - Image patient05700-study2-view1_frontal.jpg - Prediction 2 - Time 6.5685648918151855
Rank 1 - Image patient08874-study2-view1_frontal.jpg - Prediction 2 - Time 6.614314317703247
Rank 0 - Image COVID-19_02132021(5).jpg - Prediction 1 - Time 7.543290853500366
Rank 1 - Image patient07243-study1-view1_frontal.jpg - Prediction 0 - Time 6.605098485946655
Rank 0 - Image COVID-19_02132021(44).jpg - Prediction 2 - Time 7.065587282180786
Rank 1 - Image patient03102-study1-view1_frontal.jpg - Prediction 0 - Time 6.5993971824646
Rank 0 - Image COVID-19_02132021(23).jpg - Prediction 2 - Time 8.920192956924438
Rank 1 - Image patient05180-study5-view1_frontal.jpg - Prediction 1 - Time 6.660921573638916
Rank 0 - Image COVID-1912132020(94).jpg - Prediction 2 - Time 7.670999765396118
Rank 1 - Image patient07885-study1-view1_frontal.jpg - Prediction 0 - Time 6.665217876434326
Rank 0 - Image COVID-1912132020(56).jpg - Prediction 2 - Time 8.027353286743164
Rank 1 - Image patient00013-study1-view1_frontal.jpg - Prediction 2 - Time 6.578444480895996
Rank 0 - Image COVID-19_02132021(35).jpg - Prediction 2 - Time 7.2688212394714355
Rank 1 - Image patient03719-study1-view1_frontal.jpg - Prediction 0 - Time 6.583411693572998
Rank 1 - Image patient03524-study1-view1_frontal.jpg - Prediction 0 - Time 6.608987092971802
Rank 0 - Image COVID-1912132020(82).jpg - Prediction 0 - Time 7.5203869342803955
Rank 1 - Image patient08871-study1-view1_frontal.jpg - Prediction 0 - Time 6.6601645946502686
Rank 0 - Image 4-x-day13.jpg - Prediction 2 - Time 6.824225902557373
Rank 1 - Image patient03366-study1-view1_frontal.jpg - Prediction 0 - Time 6.578015565872192
Rank 0 - Image COVID-19_02132021(19).jpg - Prediction 2 - Time 6.865541219711304
Rank 1 - Image patient02296-study1-view1_frontal.jpg - Prediction 0 - Time 6.641603231430054
Rank 0 - Image extubation-13.jpg - Prediction 2 - Time 6.689177751541138
Rank 1 - Image patient07652-study1-view1_frontal.jpg - Prediction 2 - Time 6.513816595077515
Rank 0 - Image COVID-1912132020(83).jpg - Prediction 2 - Time 7.038157224655151
Rank 1 - Image patient03816-study1-view1_frontal.jpg - Prediction 0 - Time 6.561992645263672
Rank 0 - Image radiol.2020201160.fig2b.jpeg - Prediction 2 - Time 6.574023962020874
Rank 1 - Image patient00402-study1-view1_frontal.jpg - Prediction 0 - Time 6.654777526855469
Rank 0 - Image COVID-19_02132021(50).jpg - Prediction 0 - Time 7.398051023483276
Rank 1 - Image patient02555-study1-view1_frontal.jpg - Prediction 0 - Time 6.574576139450073
Rank 0 - Image radiol.2020201160.fig3d.jpeg - Prediction 2 - Time 6.6442787647247314
Rank 1 - Image patient05129-study1-view1_frontal.jpg - Prediction 2 - Time 6.646350622177124
Rank 0 - Image 4-x-day1.jpg - Prediction 2 - Time 6.725216388702393
Rank 1 - Image patient00398-study1-view1_frontal.jpg - Prediction 0 - Time 6.5982749462127686
Rank 0 - Image COVID-19_02132021(9).jpg - Prediction 2 - Time 6.609039306640625
Rank 1 - Image patient03308-study1-view1_frontal.jpg - Prediction 2 - Time 6.578870534896851
Rank 0 - Image COVID-1912132020(71).jpg - Prediction 2 - Time 7.2961578369140625
Rank 1 - Image patient03878-study1-view1_frontal.jpg - Prediction 2 - Time 6.552905082702637
Rank 0 - Image COVID-19_02132021(2).jpg - Prediction 2 - Time 7.87103009223938
Rank 1 - Image patient05838-study2-view1_frontal.jpg - Prediction 0 - Time 6.565504312515259
Rank 0 - Image covid-19-pneumonia-evolution-over-a-week-1-day4.jpg - Prediction 2 - Time 7.096607446670532
Rank 1 - Image patient04004-study1-view1_frontal.jpg - Prediction 2 - Time 6.515595197677612
Rank 1 - Image patient04671-study1-view1_frontal.jpg - Prediction 0 - Time 6.611314296722412
Rank 0 - Image covid-19-pneumonia-35-1.jpg - Prediction 2 - Time 8.33108901977539
Rank 1 - Image patient09014-study2-view1_frontal.jpg - Prediction 0 - Time 6.514230012893677
Rank 0 - Image COVID-19_02132021(45).jpg - Prediction 2 - Time 7.899542808532715
Rank 1 - Image patient06153-study1-view1_frontal.jpg - Prediction 0 - Time 6.60983681678772
Rank 0 - Image 5e6dd879fde9502400e58b2f.jpeg - Prediction 2 - Time 7.901967763900757
Rank 1 - Image patient07739-study1-view1_frontal.jpg - Prediction 0 - Time 6.462294101715088
Rank 0 - Image COVID-19_02132021(12).jpg - Prediction 2 - Time 6.826839208602905
Rank 1 - Image patient02225-study1-view1_frontal.jpg - Prediction 2 - Time 6.801357746124268
Rank 0 - Image 7E335538-2F86-424E-A0AB-6397783A38D0.jpeg - Prediction 2 - Time 7.121925592422485
Rank 1 - Image patient08385-study1-view1_frontal.jpg - Prediction 0 - Time 6.447089910507202
Rank 0 - Image COVID-1912132020(67).jpg - Prediction 0 - Time 6.679773569107056
Rank 1 - Image patient05600-study1-view1_frontal.jpg - Prediction 0 - Time 6.673119306564331
Rank 0 - Image 4e43e48d52c9e2d4c6c1fb9bc1544f_jumbo.jpeg - Prediction 2 - Time 6.6207873821258545
Rank 1 - Image patient01334-study1-view1_frontal.jpg - Prediction 0 - Time 6.545934200286865
