Mon Dec  6 05:01:13 2021       
+-----------------------------------------------------------------------------+
| NVIDIA-SMI 418.87.00    Driver Version: 418.87.00    CUDA Version: 10.1     |
|-------------------------------+----------------------+----------------------+
| GPU  Name        Persistence-M| Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp  Perf  Pwr:Usage/Cap|         Memory-Usage | GPU-Util  Compute M. |
|===============================+======================+======================|
|   0  Tesla V100-PCIE...  On   | 00000000:AF:00.0 Off |                    0 |
| N/A   38C    P0    27W / 250W |      0MiB / 32480MiB |      0%      Default |
+-------------------------------+----------------------+----------------------+
                                                                               
+-----------------------------------------------------------------------------+
| Processes:                                                       GPU Memory |
|  GPU       PID   Type   Process name                             Usage      |
|=============================================================================|
|  No running processes found                                                 |
+-----------------------------------------------------------------------------+
Rank 0 - Image COVID-19_02132021(8).jpg - Prediction 0 - Time 11.454134464263916
Rank 2 - Image patient05150-study1-view1_frontal.jpg - Prediction 0 - Time 11.662134885787964
Rank 4 - Image patient08716-study1-view1_frontal.jpg - Prediction 2 - Time 11.75864028930664
Rank 1 - Image NoFinding-patient27977-study1-view1_frontal.jpg - Prediction 2 - Time 11.908290386199951
Rank 3 - Image patient08978-study1-view1_frontal.jpg - Prediction 2 - Time 12.044462442398071
Rank 5 - Image patient08758-study1-view1_frontal.jpg - Prediction 2 - Time 13.158283710479736
Rank 0 - Image COVID-19_02132021(10).jpg - Prediction 2 - Time 6.86311936378479
Rank 2 - Image patient00239-study1-view1_frontal.jpg - Prediction 2 - Time 6.887889623641968
Rank 1 - Image NoFinding-patient13737-study1-view1_frontal.jpg - Prediction 2 - Time 6.726684093475342
Rank 3 - Image patient03928-study1-view1_frontal.jpg - Prediction 0 - Time 6.762728452682495
Rank 4 - Image patient06797-study1-view1_frontal.jpg - Prediction 2 - Time 7.927746057510376
Rank 5 - Image patient00640-study1-view1_frontal.jpg - Prediction 0 - Time 6.884547472000122
Rank 0 - Image COVID-19_02132021(47).jpg - Prediction 2 - Time 6.7354676723480225
Rank 1 - Image NoFinding-patient20328-study1-view1_frontal.jpg - Prediction 2 - Time 6.6199493408203125
Rank 2 - Image patient04097-study1-view1_frontal.jpg - Prediction 0 - Time 6.806064128875732
Rank 3 - Image patient06820-study2-view1_frontal.jpg - Prediction 0 - Time 6.570948600769043
Rank 4 - Image patient07667-study1-view1_frontal.jpg - Prediction 0 - Time 8.013451099395752
Rank 5 - Image patient04374-study1-view1_frontal.jpg - Prediction 1 - Time 7.98822808265686
Rank 0 - Image covid-19-pneumonia-22-day2-pa.png - Prediction 2 - Time 6.752722978591919
Rank 3 - Image patient01495-study1-view1_frontal.jpg - Prediction 0 - Time 6.520531415939331
Rank 1 - Image NoFinding-patient50050-study1-view1_frontal.jpg - Prediction 0 - Time 6.781009197235107
Rank 2 - Image patient05167-study1-view1_frontal.jpg - Prediction 1 - Time 6.757652997970581
Rank 5 - Image patient09132-study1-view1_frontal.jpg - Prediction 0 - Time 7.18999457359314
Rank 4 - Image patient05756-study4-view1_frontal.jpg - Prediction 2 - Time 7.940584182739258
Rank 3 - Image patient04624-study1-view1_frontal.jpg - Prediction 0 - Time 6.6264121532440186
Rank 1 - Image NoFinding-patient20243-study1-view1_frontal.jpg - Prediction 0 - Time 6.643816947937012
Rank 2 - Image patient02281-study1-view1_frontal.jpg - Prediction 2 - Time 6.825501441955566
Rank 0 - Image 8FDE8DBA-CFBD-4B4C-B1A4-6F36A93B7E87.jpeg - Prediction 0 - Time 7.959089994430542
Rank 5 - Image patient03230-study10-view1_frontal.jpg - Prediction 2 - Time 7.30411696434021
Rank 4 - Image patient02294-study1-view1_frontal.jpg - Prediction 2 - Time 7.836622953414917
Rank 3 - Image patient02946-study6-view1_frontal.jpg - Prediction 0 - Time 6.495619058609009
Rank 1 - Image NoFinding-patient61693-study1-view1_frontal.jpg - Prediction 2 - Time 6.5898051261901855
Rank 2 - Image patient02878-study4-view1_frontal.jpg - Prediction 2 - Time 6.728824615478516
Rank 0 - Image COVID-19_02132021(18).jpg - Prediction 1 - Time 9.065345525741577
Rank 5 - Image patient00677-study1-view1_frontal.jpg - Prediction 0 - Time 7.933889627456665
Rank 4 - Image patient05707-study1-view1_frontal.jpg - Prediction 2 - Time 8.139143228530884
Rank 3 - Image patient03579-study4-view1_frontal.jpg - Prediction 0 - Time 6.702911376953125
Rank 1 - Image NoFinding-patient02123-study4-view1_frontal.jpg - Prediction 2 - Time 6.6016685962677
Rank 2 - Image patient08378-study1-view1_frontal.jpg - Prediction 0 - Time 6.745225429534912
Rank 5 - Image patient03113-study1-view1_frontal.jpg - Prediction 0 - Time 7.116811752319336
Rank 0 - Image extubation-8.jpg - Prediction 2 - Time 9.162662982940674
Rank 3 - Image patient02500-study1-view1_frontal.jpg - Prediction 0 - Time 6.474211692810059
Rank 1 - Image NoFinding-patient19725-study1-view1_frontal.jpg - Prediction 2 - Time 6.5820982456207275
Rank 2 - Image patient08297-study1-view1_frontal.jpg - Prediction 0 - Time 6.6904284954071045
Rank 4 - Image patient05854-study2-view1_frontal.jpg - Prediction 0 - Time 7.798555135726929
Rank 3 - Image patient02559-study1-view1_frontal.jpg - Prediction 0 - Time 6.653352737426758
Rank 0 - Image figure1-5e7c1b8d98c29ab001275405-98.jpeg - Prediction 2 - Time 6.990675210952759
Rank 1 - Image NoFinding-patient01617-study2-view1_frontal.jpg - Prediction 2 - Time 6.699903249740601
Rank 5 - Image patient05842-study1-view1_frontal.jpg - Prediction 2 - Time 7.8290956020355225
Rank 2 - Image patient02337-study1-view1_frontal.jpg - Prediction 2 - Time 6.843882083892822
Rank 4 - Image patient07780-study4-view1_frontal.jpg - Prediction 2 - Time 7.864656448364258
Rank 3 - Image patient05834-study2-view1_frontal.jpg - Prediction 2 - Time 6.490129709243774
Rank 1 - Image NoFinding-patient54222-study2-view1_frontal.jpg - Prediction 0 - Time 6.6348748207092285
Rank 0 - Image COVID-19_02132021(34).jpg - Prediction 1 - Time 6.8881754875183105
Rank 5 - Image patient05547-study1-view1_frontal.jpg - Prediction 2 - Time 7.088121175765991
Rank 2 - Image patient06076-study1-view1_frontal.jpg - Prediction 2 - Time 6.616710662841797
Rank 4 - Image patient03490-study1-view1_frontal.jpg - Prediction 2 - Time 8.127537250518799
Rank 3 - Image patient08354-study1-view1_frontal.jpg - Prediction 2 - Time 6.589283466339111
Rank 1 - Image NoFinding-patient30518-study1-view1_frontal.jpg - Prediction 2 - Time 6.63137412071228
Rank 0 - Image 31BA3780-2323-493F-8AED-62081B9C383B.jpeg - Prediction 2 - Time 6.823208570480347
Rank 2 - Image patient07208-study2-view1_frontal.jpg - Prediction 0 - Time 6.83558464050293
Rank 5 - Image patient07214-study6-view1_frontal.jpg - Prediction 2 - Time 8.26129937171936
Rank 4 - Image patient03995-study1-view1_frontal.jpg - Prediction 0 - Time 8.262819290161133
Rank 3 - Image patient02896-study3-view1_frontal.jpg - Prediction 1 - Time 6.598383665084839
Rank 1 - Image NoFinding-patient20339-study12-view1_frontal.jpg - Prediction 1 - Time 6.606638193130493
Rank 0 - Image COVID-1912132020(95).jpg - Prediction 2 - Time 6.747182846069336
Rank 2 - Image patient03296-study4-view1_frontal.jpg - Prediction 2 - Time 6.680920600891113
Rank 5 - Image patient07101-study2-view1_frontal.jpg - Prediction 0 - Time 7.136502027511597
Rank 3 - Image patient04697-study1-view1_frontal.jpg - Prediction 2 - Time 6.403133392333984
Rank 1 - Image NoFinding-patient53508-study2-view1_frontal.jpg - Prediction 2 - Time 6.521625995635986
Rank 4 - Image patient06621-study1-view1_frontal.jpg - Prediction 2 - Time 8.065130233764648
Rank 0 - Image COVID-1912132020(57).jpg - Prediction 2 - Time 6.728447675704956
Rank 2 - Image patient01938-study1-view1_frontal.jpg - Prediction 1 - Time 6.802955389022827
Rank 5 - Image patient01734-study1-view1_frontal.jpg - Prediction 0 - Time 7.052480220794678
Rank 3 - Image patient02199-study1-view1_frontal.jpg - Prediction 0 - Time 6.399245977401733
Rank 1 - Image NoFinding-patient06547-study1-view1_frontal.jpg - Prediction 2 - Time 6.545344352722168
Rank 0 - Image COVID-19_02132021(22).jpg - Prediction 2 - Time 6.622034549713135
Rank 2 - Image patient01516-study8-view2_frontal.jpg - Prediction 2 - Time 6.793009519577026
Rank 4 - Image patient00242-study1-view1_frontal.jpg - Prediction 2 - Time 8.041064023971558
Rank 5 - Image patient04950-study4-view1_frontal.jpg - Prediction 2 - Time 7.913850545883179
Rank 3 - Image patient02455-study2-view1_frontal.jpg - Prediction 1 - Time 6.505113840103149
Rank 1 - Image NoFinding-patient37597-study4-view1_frontal.jpg - Prediction 1 - Time 6.783285140991211
Rank 0 - Image 4-x-day4.jpg - Prediction 2 - Time 6.660687446594238
Rank 2 - Image patient00701-study6-view1_frontal.jpg - Prediction 1 - Time 6.771850824356079
Rank 4 - Image patient04454-study5-view1_frontal.jpg - Prediction 1 - Time 7.792846441268921
Rank 5 - Image patient00107-study1-view1_frontal.jpg - Prediction 0 - Time 7.121714353561401
Rank 3 - Image patient02220-study2-view1_frontal.jpg - Prediction 2 - Time 6.411547899246216
Rank 1 - Image NoFinding-patient07433-study1-view1_frontal.jpg - Prediction 0 - Time 6.486841917037964
Rank 0 - Image COVID-19_02132021(4).jpg - Prediction 0 - Time 6.658006906509399
Rank 2 - Image patient08118-study1-view1_frontal.jpg - Prediction 0 - Time 6.726083993911743
Rank 4 - Image patient01358-study1-view1_frontal.jpg - Prediction 0 - Time 7.901028156280518
Rank 3 - Image patient07485-study1-view1_frontal.jpg - Prediction 2 - Time 6.478253126144409
Rank 5 - Image patient07991-study1-view1_frontal.jpg - Prediction 2 - Time 7.9755778312683105
Rank 1 - Image NoFinding-patient22116-study1-view1_frontal.jpg - Prediction 2 - Time 6.637676000595093
Rank 0 - Image COVID-19_02132021(43).jpg - Prediction 2 - Time 6.660571098327637
Rank 2 - Image patient07896-study1-view1_frontal.jpg - Prediction 2 - Time 6.797900915145874
Rank 3 - Image patient06575-study1-view1_frontal.jpg - Prediction 0 - Time 6.414267539978027
Rank 4 - Image patient07318-study2-view1_frontal.jpg - Prediction 0 - Time 7.7421793937683105
Rank 5 - Image patient09000-study1-view1_frontal.jpg - Prediction 0 - Time 6.603434085845947
Rank 1 - Image NoFinding-patient04692-study1-view1_frontal.jpg - Prediction 2 - Time 6.603205919265747
Rank 0 - Image covid-19-pneumonia-7-PA.jpg - Prediction 2 - Time 6.830605983734131
Rank 2 - Image patient07593-study1-view1_frontal.jpg - Prediction 2 - Time 6.726574182510376
Rank 3 - Image patient00763-study1-view1_frontal.jpg - Prediction 2 - Time 6.417550563812256
Rank 5 - Image patient04153-study5-view1_frontal.jpg - Prediction 2 - Time 6.573623418807983
Rank 1 - Image NoFinding-patient61743-study1-view1_frontal.jpg - Prediction 0 - Time 6.554663181304932
Rank 4 - Image patient04644-study1-view1_frontal.jpg - Prediction 0 - Time 7.9673240184783936
Rank 0 - Image 67d668e570c242404ba82c7cbe2ca8f2-05be-0.jpg - Prediction 2 - Time 6.713750839233398
Rank 2 - Image patient09107-study1-view1_frontal.jpg - Prediction 0 - Time 6.711445093154907
Rank 3 - Image patient09048-study1-view1_frontal.jpg - Prediction 0 - Time 6.603178977966309
Rank 1 - Image NoFinding-patient39420-study1-view1_frontal.jpg - Prediction 2 - Time 6.60611367225647
Rank 0 - Image COVID-19_02132021(38).jpg - Prediction 1 - Time 6.645575761795044
Rank 5 - Image patient04404-study1-view1_frontal.jpg - Prediction 2 - Time 7.872975826263428
Rank 4 - Image patient00800-study1-view1_frontal.jpg - Prediction 0 - Time 7.900796413421631
Rank 2 - Image patient06464-study15-view1_frontal.jpg - Prediction 2 - Time 6.7577292919158936
Rank 3 - Image patient07836-study1-view1_frontal.jpg - Prediction 2 - Time 6.511580228805542
Rank 1 - Image NoFinding-patient46679-study7-view1_frontal.jpg - Prediction 2 - Time 6.617092847824097
Rank 0 - Image COVID-1912132020(60).jpg - Prediction 0 - Time 6.763784885406494
Rank 5 - Image patient03655-study13-view1_frontal.jpg - Prediction 0 - Time 7.012809753417969
