Mon Dec  6 08:52:19 2021       
+-----------------------------------------------------------------------------+
| NVIDIA-SMI 418.87.00    Driver Version: 418.87.00    CUDA Version: 10.1     |
|-------------------------------+----------------------+----------------------+
| GPU  Name        Persistence-M| Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp  Perf  Pwr:Usage/Cap|         Memory-Usage | GPU-Util  Compute M. |
|===============================+======================+======================|
|   0  Tesla V100-PCIE...  On   | 00000000:AF:00.0 Off |                    0 |
| N/A   30C    P0    26W / 250W |      0MiB / 32480MiB |      0%      Default |
+-------------------------------+----------------------+----------------------+
                                                                               
+-----------------------------------------------------------------------------+
| Processes:                                                       GPU Memory |
|  GPU       PID   Type   Process name                             Usage      |
|=============================================================================|
|  No running processes found                                                 |
+-----------------------------------------------------------------------------+
Rank 2 - Image patient05088-study1-view1_frontal.jpg - Prediction 2 - Time 10.789819717407227
Rank 0 - Image COVID-19_02132021(8).jpg - Prediction 0 - Time 10.820454597473145
Rank 8 - Image patient03322-study1-view1_frontal.jpg - Prediction 2 - Time 10.894452810287476
Rank 3 - Image patient05150-study1-view1_frontal.jpg - Prediction 0 - Time 11.00499153137207
Rank 0 - Image COVID-19_02132021(10).jpg - Prediction 2 - Time 6.806349277496338
Rank 3 - Image patient00239-study1-view1_frontal.jpg - Prediction 2 - Time 6.700917720794678
Rank 2 - Image patient18085-study1-view1_frontal.jpg - Prediction 1 - Time 7.68004035949707
Rank 8 - Image patient03294-study1-view1_frontal.jpg - Prediction 2 - Time 7.809300184249878
Rank 6 - Image patient08716-study1-view1_frontal.jpg - Prediction 2 - Time 10.960454940795898
Rank 4 - Image patient04100-study1-view1_frontal.jpg - Prediction 0 - Time 10.979004621505737
Rank 5 - Image patient00876-study1-view1_frontal.jpg - Prediction 2 - Time 11.020268678665161
Rank 7 - Image patient09052-study22-view1_frontal.jpg - Prediction 0 - Time 12.132254600524902
Rank 1 - Image NoFinding-patient51764-study1-view1_frontal.jpg - Prediction 2 - Time 12.312109470367432
Rank 0 - Image COVID-19_02132021(47).jpg - Prediction 2 - Time 6.761164903640747
Rank 3 - Image patient04097-study1-view1_frontal.jpg - Prediction 0 - Time 6.613078832626343
Rank 8 - Image patient02814-study1-view1_frontal.jpg - Prediction 2 - Time 6.882146835327148
Rank 2 - Image patient03980-study1-view1_frontal.jpg - Prediction 2 - Time 7.6950297355651855
Rank 6 - Image patient06797-study1-view1_frontal.jpg - Prediction 2 - Time 6.7523462772369385
Rank 5 - Image patient02251-study1-view1_frontal.jpg - Prediction 2 - Time 7.169587135314941
Rank 4 - Image patient07213-study4-view1_frontal.jpg - Prediction 2 - Time 7.234580993652344
Rank 7 - Image patient05933-study3-view1_frontal.jpg - Prediction 2 - Time 7.777854681015015
Rank 1 - Image NoFinding-patient48065-study2-view1_frontal.jpg - Prediction 2 - Time 7.570459365844727
Rank 3 - Image patient05167-study1-view1_frontal.jpg - Prediction 1 - Time 6.615041255950928
Rank 0 - Image covid-19-pneumonia-22-day2-pa.png - Prediction 2 - Time 6.773546457290649
Rank 8 - Image patient06788-study1-view1_frontal.jpg - Prediction 0 - Time 8.116754293441772
Rank 6 - Image patient07667-study1-view1_frontal.jpg - Prediction 0 - Time 6.719283580780029
Rank 2 - Image patient10588-study1-view1_frontal.jpg - Prediction 0 - Time 8.123543500900269
Rank 4 - Image patient07275-study1-view1_frontal.jpg - Prediction 2 - Time 7.96988844871521
Rank 5 - Image patient01319-study1-view1_frontal.jpg - Prediction 2 - Time 8.239805698394775
Rank 7 - Image patient03305-study19-view1_frontal.jpg - Prediction 0 - Time 8.116761922836304
Rank 3 - Image patient02281-study1-view1_frontal.jpg - Prediction 2 - Time 6.663041830062866
Rank 0 - Image 8FDE8DBA-CFBD-4B4C-B1A4-6F36A93B7E87.jpeg - Prediction 0 - Time 6.754694938659668
Rank 1 - Image NoFinding-patient01429-study1-view1_frontal.jpg - Prediction 2 - Time 7.4940431118011475
Rank 6 - Image patient05756-study4-view1_frontal.jpg - Prediction 2 - Time 6.741166353225708
Rank 2 - Image patient07409-study2-view1_frontal.jpg - Prediction 0 - Time 7.322367429733276
Rank 8 - Image patient08276-study4-view2_frontal.jpg - Prediction 2 - Time 8.298956632614136
Rank 5 - Image patient08567-study1-view2_frontal.jpg - Prediction 2 - Time 6.643466472625732
Rank 3 - Image patient02878-study4-view1_frontal.jpg - Prediction 2 - Time 6.594802618026733
Rank 0 - Image COVID-19_02132021(18).jpg - Prediction 1 - Time 6.724954605102539
Rank 4 - Image patient00277-study13-view1_frontal.jpg - Prediction 1 - Time 9.04241681098938
Rank 1 - Image NoFinding-patient03659-study17-view1_frontal.jpg - Prediction 2 - Time 7.423729658126831
Rank 7 - Image patient05358-study1-view2_frontal.jpg - Prediction 0 - Time 8.09813380241394
Rank 6 - Image patient02294-study1-view1_frontal.jpg - Prediction 2 - Time 6.6516337394714355
Rank 2 - Image patient20408-study2-view1_frontal.jpg - Prediction 2 - Time 7.648275852203369
Rank 8 - Image patient08585-study9-view1_frontal.jpg - Prediction 2 - Time 7.506561279296875
Rank 5 - Image patient00973-study1-view1_frontal.jpg - Prediction 0 - Time 7.788933515548706
Rank 3 - Image patient08378-study1-view1_frontal.jpg - Prediction 0 - Time 6.621915578842163
Rank 0 - Image extubation-8.jpg - Prediction 2 - Time 6.729405879974365
Rank 1 - Image NoFinding-patient46893-study1-view1_frontal.jpg - Prediction 2 - Time 7.352470397949219
Rank 4 - Image patient05322-study1-view1_frontal.jpg - Prediction 0 - Time 8.122750043869019
Rank 7 - Image patient03684-study1-view1_frontal.jpg - Prediction 2 - Time 7.673429012298584
Rank 6 - Image patient05707-study1-view1_frontal.jpg - Prediction 2 - Time 6.709855079650879
Rank 8 - Image patient03939-study1-view1_frontal.jpg - Prediction 0 - Time 6.810672760009766
Rank 2 - Image patient18167-study3-view1_frontal.jpg - Prediction 1 - Time 8.061555862426758
Rank 3 - Image patient08297-study1-view1_frontal.jpg - Prediction 0 - Time 6.557851552963257
Rank 0 - Image figure1-5e7c1b8d98c29ab001275405-98.jpeg - Prediction 2 - Time 6.66283917427063
Rank 5 - Image patient06015-study1-view1_frontal.jpg - Prediction 0 - Time 7.914068222045898
Rank 1 - Image NoFinding-patient46068-study1-view1_frontal.jpg - Prediction 0 - Time 7.391317367553711
Rank 4 - Image patient02769-study1-view1_frontal.jpg - Prediction 2 - Time 7.21034574508667
Rank 6 - Image patient05854-study2-view1_frontal.jpg - Prediction 0 - Time 6.7205164432525635
Rank 7 - Image patient04562-study1-view1_frontal.jpg - Prediction 0 - Time 8.120299339294434
Rank 3 - Image patient02337-study1-view1_frontal.jpg - Prediction 2 - Time 6.69679856300354
Rank 8 - Image patient04040-study1-view1_frontal.jpg - Prediction 0 - Time 8.292212724685669
Rank 0 - Image COVID-19_02132021(34).jpg - Prediction 1 - Time 6.717735052108765
Rank 2 - Image patient08799-study1-view1_frontal.jpg - Prediction 2 - Time 7.583648920059204
Rank 5 - Image patient01883-study1-view1_frontal.jpg - Prediction 2 - Time 7.945333003997803
Rank 1 - Image NoFinding-patient20323-study1-view1_frontal.jpg - Prediction 2 - Time 7.408003807067871
Rank 6 - Image patient07780-study4-view1_frontal.jpg - Prediction 2 - Time 6.692371129989624
Rank 4 - Image patient02686-study1-view1_frontal.jpg - Prediction 0 - Time 7.604479789733887
Rank 7 - Image patient01049-study1-view1_frontal.jpg - Prediction 2 - Time 7.677973985671997
Rank 3 - Image patient06076-study1-view1_frontal.jpg - Prediction 2 - Time 6.616263389587402
Rank 0 - Image 31BA3780-2323-493F-8AED-62081B9C383B.jpeg - Prediction 2 - Time 7.501850366592407
Rank 8 - Image patient00466-study3-view1_frontal.jpg - Prediction 0 - Time 7.657366037368774
Rank 2 - Image patient01700-study6-view1_frontal.jpg - Prediction 1 - Time 8.163676023483276
Rank 5 - Image patient06436-study2-view1_frontal.jpg - Prediction 0 - Time 7.801208972930908
Rank 6 - Image patient03490-study1-view1_frontal.jpg - Prediction 2 - Time 6.707287788391113
Rank 1 - Image NoFinding-patient18357-study19-view1_frontal.jpg - Prediction 1 - Time 8.867969989776611
Rank 7 - Image patient00614-study1-view1_frontal.jpg - Prediction 2 - Time 7.5067853927612305
Rank 4 - Image patient05865-study1-view1_frontal.jpg - Prediction 0 - Time 9.056181192398071
Rank 3 - Image patient07208-study2-view1_frontal.jpg - Prediction 0 - Time 6.576035261154175
Rank 0 - Image COVID-1912132020(95).jpg - Prediction 2 - Time 8.128390550613403
Rank 8 - Image patient06117-study1-view1_frontal.jpg - Prediction 0 - Time 8.330663919448853
Rank 6 - Image patient03995-study1-view1_frontal.jpg - Prediction 0 - Time 6.661731243133545
Rank 2 - Image patient16438-study1-view1_frontal.jpg - Prediction 2 - Time 8.1397545337677
Rank 5 - Image patient07790-study1-view1_frontal.jpg - Prediction 2 - Time 7.95732569694519
Rank 4 - Image patient03579-study2-view1_frontal.jpg - Prediction 0 - Time 6.713399410247803
Rank 7 - Image patient09074-study3-view1_frontal.jpg - Prediction 2 - Time 6.905208110809326
Rank 3 - Image patient03296-study4-view1_frontal.jpg - Prediction 2 - Time 6.530380725860596
Rank 1 - Image NoFinding-patient06458-study25-view1_frontal.jpg - Prediction 2 - Time 7.59752631187439
Rank 0 - Image COVID-1912132020(57).jpg - Prediction 2 - Time 6.7039244174957275
Rank 6 - Image patient06621-study1-view1_frontal.jpg - Prediction 2 - Time 6.7535717487335205
Rank 8 - Image patient01329-study1-view1_frontal.jpg - Prediction 0 - Time 7.900320291519165
Rank 2 - Image patient20687-study1-view1_frontal.jpg - Prediction 2 - Time 7.903982400894165
Rank 5 - Image patient00599-study1-view1_frontal.jpg - Prediction 1 - Time 7.759750843048096
Rank 3 - Image patient01938-study1-view1_frontal.jpg - Prediction 1 - Time 6.606987237930298
Rank 4 - Image patient00788-study1-view1_frontal.jpg - Prediction 1 - Time 7.154803276062012
Rank 7 - Image patient08179-study1-view1_frontal.jpg - Prediction 0 - Time 7.57502818107605
Rank 1 - Image NoFinding-patient39364-study1-view1_frontal.jpg - Prediction 1 - Time 8.636513710021973
Rank 6 - Image patient00242-study1-view1_frontal.jpg - Prediction 2 - Time 6.645402431488037
Rank 0 - Image COVID-19_02132021(22).jpg - Prediction 2 - Time 7.982665061950684
Rank 8 - Image patient02414-study1-view1_frontal.jpg - Prediction 0 - Time 7.732922792434692
Rank 2 - Image patient09592-study5-view1_frontal.jpg - Prediction 1 - Time 7.758296489715576
Rank 3 - Image patient01516-study8-view2_frontal.jpg - Prediction 2 - Time 6.610165119171143
Rank 5 - Image patient03805-study1-view2_frontal.jpg - Prediction 1 - Time 7.920342683792114
Rank 4 - Image patient06471-study1-view1_frontal.jpg - Prediction 0 - Time 7.2225260734558105
Rank 7 - Image patient01228-study2-view1_frontal.jpg - Prediction 0 - Time 8.088044881820679
Rank 1 - Image NoFinding-patient15540-study1-view1_frontal.jpg - Prediction 2 - Time 7.512540578842163
Rank 6 - Image patient04454-study5-view1_frontal.jpg - Prediction 1 - Time 6.601289749145508
Rank 0 - Image 4-x-day4.jpg - Prediction 2 - Time 6.655039310455322
Rank 3 - Image patient00701-study6-view1_frontal.jpg - Prediction 1 - Time 6.5889434814453125
Rank 8 - Image patient04881-study7-view1_frontal.jpg - Prediction 0 - Time 7.551624536514282
Rank 4 - Image patient06974-study1-view1_frontal.jpg - Prediction 2 - Time 6.6652727127075195
Rank 2 - Image patient17302-study1-view1_frontal.jpg - Prediction 2 - Time 8.045785427093506
Rank 5 - Image patient00234-study1-view1_frontal.jpg - Prediction 0 - Time 9.059768915176392
Rank 7 - Image patient07268-study1-view1_frontal.jpg - Prediction 0 - Time 7.566558599472046
Rank 6 - Image patient01358-study1-view1_frontal.jpg - Prediction 0 - Time 6.658472776412964
Rank 1 - Image NoFinding-patient29950-study1-view1_frontal.jpg - Prediction 2 - Time 8.705481052398682
Rank 0 - Image COVID-19_02132021(4).jpg - Prediction 0 - Time 7.650398254394531
Rank 3 - Image patient08118-study1-view1_frontal.jpg - Prediction 0 - Time 7.084151983261108
