Sat Dec  4 17:46:50 2021       
+-----------------------------------------------------------------------------+
| NVIDIA-SMI 418.87.00    Driver Version: 418.87.00    CUDA Version: 10.1     |
|-------------------------------+----------------------+----------------------+
| GPU  Name        Persistence-M| Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp  Perf  Pwr:Usage/Cap|         Memory-Usage | GPU-Util  Compute M. |
|===============================+======================+======================|
|   0  Tesla V100-PCIE...  On   | 00000000:AF:00.0 Off |                    0 |
| N/A   29C    P0    26W / 250W |      0MiB / 32480MiB |      0%      Default |
+-------------------------------+----------------------+----------------------+
                                                                               
+-----------------------------------------------------------------------------+
| Processes:                                                       GPU Memory |
|  GPU       PID   Type   Process name                             Usage      |
|=============================================================================|
|  No running processes found                                                 |
+-----------------------------------------------------------------------------+
Rank 6 - Image bd8facb9-dce0-4048-8249-e6078b28e1b7.png - Prediction 1 - Time 23.13524055480957
Rank 5 - Image e155c13d-7ac7-4765-bb86-899349978413.png - Prediction 1 - Time 23.167804479599
Rank 7 - Image 3e4ee273-d5ca-4cf8-a75a-05772e0e12fe.png - Prediction 1 - Time 23.19173264503479
Rank 0 - Image MIDRC-RICORD-1C-419639-003251-46647-0.png - Prediction 2 - Time 23.26277995109558
Rank 3 - Image MIDRC-RICORD-1C-440808-000019-8.433-0.png - Prediction 1 - Time 23.295161724090576
Rank 2 - Image MIDRC-RICORD-1C-SITE2-000106-15732-0.png - Prediction 2 - Time 24.038437128067017
Rank 4 - Image 47c78742-4998-4878-aec4-37b11b1354ac.png - Prediction 0 - Time 25.93024778366089
Rank 1 - Image MIDRC-RICORD-1C-419639-001464-72163-0.png - Prediction 2 - Time 28.742708921432495
Rank 6 - Image 4dbc44ca-694a-4814-9a24-bc60c8d8d611.png - Prediction 1 - Time 19.429036617279053
Rank 0 - Image MIDRC-RICORD-1C-419639-001464-39871-0.png - Prediction 2 - Time 19.571537017822266
Rank 5 - Image 98bfaf7a-d80b-491e-a7e0-c5c7316bebe9.png - Prediction 0 - Time 19.70241117477417
Rank 7 - Image bd9af100-1805-4e0a-8875-4a4b7195f0d8.png - Prediction 1 - Time 20.83640193939209
Rank 3 - Image MIDRC-RICORD-1C-419639-003319-99931-0.png - Prediction 2 - Time 20.763671875
Rank 2 - Image MIDRC-RICORD-1C-SITE2-000297-71173-1.png - Prediction 2 - Time 20.79608702659607
Rank 4 - Image 8989e25c-a698-48fc-b428-fff56931fc8f.png - Prediction 0 - Time 20.666972875595093
Rank 1 - Image MIDRC-RICORD-1C-SITE2-000239-21655-0.png - Prediction 2 - Time 25.340498208999634
Rank 6 - Image 3f504abe-2133-4e09-98af-743cdea486f9.png - Prediction 1 - Time 19.000405311584473
Rank 0 - Image MIDRC-RICORD-1C-419639-000918-78965-0.png - Prediction 2 - Time 19.05298686027527
Rank 5 - Image 76b180ab-242f-45d3-bce1-68df00c5ef45.png - Prediction 0 - Time 20.00058102607727
Rank 3 - Image MIDRC-RICORD-1C-SITE2-000217-73086-0.png - Prediction 2 - Time 20.341355085372925
Rank 7 - Image 6804008c-94eb-4870-ba6e-b06514073e71.png - Prediction 1 - Time 20.572802782058716
Rank 2 - Image MIDRC-RICORD-1C-SITE2-000204-24409-0.png - Prediction 2 - Time 19.850456476211548
Rank 4 - Image 7fb3786c-5045-4a90-981d-c55b53d4d5d3.png - Prediction 0 - Time 19.897268056869507
Rank 1 - Image MIDRC-RICORD-1C-419639-003371-97350-0.png - Prediction 2 - Time 24.25744915008545
Rank 0 - Image MIDRC-RICORD-1C-419639-003318-64285-0.png - Prediction 2 - Time 19.55203652381897
Rank 6 - Image af169d21-1c39-445e-82d8-5035182a3a8c.png - Prediction 1 - Time 21.24806809425354
Rank 5 - Image 372b2fea-2013-4600-a06f-765c3f054a82.png - Prediction 0 - Time 20.63941216468811
Rank 7 - Image 0d9b1283-fc24-4fd3-a520-bc5d563e13e1.png - Prediction 1 - Time 20.17959761619568
Rank 3 - Image MIDRC-RICORD-1C-419639-000586-49647-0.png - Prediction 2 - Time 20.444267988204956
Rank 2 - Image MIDRC-RICORD-1C-419639-001464-82193-0.png - Prediction 2 - Time 20.96161723136902
Rank 4 - Image 766b8aea-3b43-4a34-b675-09f373ca066b.png - Prediction 0 - Time 20.815890073776245
Rank 0 - Image MIDRC-RICORD-1C-419639-001015-81591-0.png - Prediction 2 - Time 19.08821988105774
Rank 6 - Image fcd159f4-21d3-4169-a94b-95a2b5ccddcb.png - Prediction 1 - Time 19.224499940872192
Rank 5 - Image a52aa522-a1b3-4f15-8609-f44bf96da2e3.png - Prediction 0 - Time 19.170757293701172
Rank 1 - Image MIDRC-RICORD-1C-419639-000432-86017-0.png - Prediction 2 - Time 23.7284414768219
Rank 7 - Image 0a8d486f-1aa6-4fcf-b7be-4bf04fc8628b.png - Prediction 1 - Time 19.20731282234192
Rank 3 - Image MIDRC-RICORD-1C-SITE2-000115-40758-0.png - Prediction 2 - Time 20.216156482696533
Rank 2 - Image MIDRC-RICORD-1C-SITE2-000058-42859-0.png - Prediction 2 - Time 19.94924283027649
Rank 4 - Image f6236cb5-cc36-4ec4-895c-d11ce043341d.png - Prediction 0 - Time 20.20067524909973
Rank 0 - Image MIDRC-RICORD-1C-SITE2-000265-99793-1.png - Prediction 2 - Time 19.26588797569275
Rank 6 - Image b6db3041-1554-43ef-baca-58733b6717d6.png - Prediction 0 - Time 20.211275100708008
Rank 5 - Image 6556ce72-1a60-40aa-aaf7-b50dbf07fae7.png - Prediction 0 - Time 20.307267427444458
Rank 7 - Image 37f17069-62ce-42ff-9fa4-d6a1056bd075.png - Prediction 1 - Time 20.488687992095947
Rank 3 - Image MIDRC-RICORD-1C-419639-000025-56207-0.png - Prediction 2 - Time 20.07688808441162
Rank 2 - Image MIDRC-RICORD-1C-SITE2-000149-71428-1.png - Prediction 2 - Time 20.28201985359192
Rank 1 - Image MIDRC-RICORD-1C-419639-001007-89903-0.png - Prediction 2 - Time 23.969358444213867
Rank 4 - Image 153b7c2b-4909-4dca-8579-9523582bc4fe.png - Prediction 0 - Time 20.32721185684204
Rank 0 - Image MIDRC-RICORD-1C-SITE2-000159-61155-0.png - Prediction 2 - Time 19.545830965042114
Rank 6 - Image a0a8370a-dc3f-4f70-a440-e3fa9827928a.png - Prediction 1 - Time 20.86892533302307
Rank 5 - Image 633d9182-1809-41b7-a59b-1e60ac91f0c9.png - Prediction 0 - Time 21.0210964679718
Rank 7 - Image 3db7e979-5f97-4985-bf0c-cdea7951e246.png - Prediction 1 - Time 20.551969528198242
Rank 3 - Image MIDRC-RICORD-1C-419639-001699-69345-0.png - Prediction 2 - Time 20.866034984588623
Rank 2 - Image MIDRC-RICORD-1C-419639-002281-83348-0.png - Prediction 2 - Time 20.662650108337402
Rank 4 - Image 1afd6582-da9d-4e5a-a81f-62a188fe9366.png - Prediction 0 - Time 20.99804949760437
Rank 1 - Image MIDRC-RICORD-1C-419639-001464-39871-1.png - Prediction 2 - Time 23.86471700668335
Rank 0 - Image MIDRC-RICORD-1C-419639-003169-42019-0.png - Prediction 0 - Time 19.171390771865845
Rank 6 - Image 1dad3414-88c9-4c56-af5d-3a1488af452c.png - Prediction 1 - Time 19.532379388809204
Rank 5 - Image fd7bad9a-1bff-49ec-9c6c-c9aae9e65726.png - Prediction 0 - Time 20.366570472717285
Rank 7 - Image e2e89418-6c0e-4f50-a2d9-6cd5e58feef0.png - Prediction 1 - Time 20.0361168384552
Rank 2 - Image MIDRC-RICORD-1C-419639-002733-79941-0.png - Prediction 2 - Time 19.847883939743042
Rank 3 - Image MIDRC-RICORD-1C-SITE2-000003-00527-0.png - Prediction 2 - Time 20.524595975875854
Rank 4 - Image 85bb48fe-e6d6-47de-bb71-d1636aced7dc.png - Prediction 0 - Time 20.994786262512207
Rank 1 - Image MIDRC-RICORD-1C-419639-002374-98411-0.png - Prediction 2 - Time 24.140424013137817
Rank 0 - Image MIDRC-RICORD-1C-SITE2-000238-25854-1.png - Prediction 2 - Time 19.279797315597534
Rank 6 - Image f760c946-a103-4991-a6e5-ff60c24cd99f.png - Prediction 1 - Time 20.463677883148193
Rank 5 - Image 99432aa3-8d61-4ff2-a79a-f0a0218d6fa2.png - Prediction 0 - Time 19.702658653259277
Rank 7 - Image 393b8e45-6d97-4013-8100-27ebf07a1dad.png - Prediction 1 - Time 20.12206482887268
Rank 2 - Image MIDRC-RICORD-1C-419639-000025-81112-0.png - Prediction 2 - Time 19.785208702087402
Rank 3 - Image MIDRC-RICORD-1C-419639-003232-50592-0.png - Prediction 2 - Time 20.073241233825684
Rank 4 - Image eaeb935a-7294-4dd3-8bf5-73ba781d28af.png - Prediction 0 - Time 19.815442085266113
Rank 0 - Image MIDRC-RICORD-1C-419639-001464-33260-0.png - Prediction 2 - Time 19.660810708999634
Rank 1 - Image MIDRC-RICORD-1C-SITE2-000028-53390-0.png - Prediction 2 - Time 24.46315050125122
Rank 6 - Image b021293c-4dd0-450c-b1a4-2d72cedab0a2.png - Prediction 1 - Time 20.906348943710327
Rank 5 - Image 34bf2fcd-131a-428c-9a21-cd2fa9041f9b.png - Prediction 0 - Time 21.521143913269043
Rank 7 - Image 2348e8ba-483f-476d-b29d-5ba8398d7abc.png - Prediction 1 - Time 20.995086669921875
Rank 2 - Image MIDRC-RICORD-1C-419639-003186-86346-0.png - Prediction 2 - Time 20.47064471244812
Rank 3 - Image MIDRC-RICORD-1C-419639-000025-04760-0.png - Prediction 2 - Time 20.542428970336914
Rank 4 - Image 5f137fa7-6539-499e-b0d5-0e481221bf5a.png - Prediction 1 - Time 21.555028915405273
Rank 0 - Image MIDRC-RICORD-1C-SITE2-000018-55212-0.png - Prediction 2 - Time 19.135502099990845
Rank 6 - Image 349f10b4-dc3e-4f3f-b2e4-a5b81448ce87.png - Prediction 1 - Time 20.31103205680847
Rank 1 - Image MIDRC-RICORD-1C-419639-001070-42385-0.png - Prediction 2 - Time 24.571390867233276
Rank 7 - Image aef87dc2-a097-4683-9fb1-d1af6838a16a.png - Prediction 0 - Time 20.081939220428467
Rank 5 - Image b5007662-ff9c-49ad-9093-85ed7dc44bf4.png - Prediction 0 - Time 20.826496362686157
Rank 2 - Image MIDRC-RICORD-1C-SITE2-000237-52517-0.png - Prediction 2 - Time 20.05135440826416
Rank 3 - Image MIDRC-RICORD-1C-419639-000025-89853-0.png - Prediction 2 - Time 20.184386253356934
Rank 4 - Image b5234584-1487-492c-8742-444b9ca41c3d.png - Prediction 0 - Time 20.16627264022827
Rank 0 - Image MIDRC-RICORD-1C-419639-000025-50888-0.png - Prediction 2 - Time 19.305013179779053
Rank 6 - Image 05d3817a-5535-4e77-8dda-d4412e496c81.png - Prediction 1 - Time 20.242151737213135
Rank 7 - Image afe1b6e2-203e-4ee5-856a-2f205d8bca2a.png - Prediction 1 - Time 19.304165840148926
Rank 2 - Image MIDRC-RICORD-1C-SITE2-000002-65816-0.png - Prediction 2 - Time 19.90515160560608
Rank 3 - Image MIDRC-RICORD-1C-419639-001425-17331-0.png - Prediction 2 - Time 20.077510356903076
Rank 5 - Image 06b2f933-3ea2-4477-ac27-18f732d1f4e1.png - Prediction 0 - Time 21.245540142059326
Rank 1 - Image MIDRC-RICORD-1C-SITE2-000283-41971-0.png - Prediction 2 - Time 25.50046467781067
Rank 4 - Image 71d8d6ec-253b-4272-a467-311828b2a35b.png - Prediction 0 - Time 19.62834095954895
Rank 0 - Image MIDRC-RICORD-1C-419639-001288-10277-0.png - Prediction 2 - Time 19.632566928863525
Rank 6 - Image c21157da-1f74-4966-ba4e-c144d8f5da2d.png - Prediction 1 - Time 20.530630588531494
Rank 7 - Image 3d070009-c877-4ed4-ac80-53781cb30fef.png - Prediction 1 - Time 21.004707098007202
Rank 2 - Image MIDRC-RICORD-1C-419639-000025-39552-1.png - Prediction 2 - Time 20.089616298675537
Rank 3 - Image MIDRC-RICORD-1C-440808-000009-08.98-0.png - Prediction 2 - Time 20.5592360496521
Rank 5 - Image c2b24ebd-2c40-48c3-ba39-177224dd7db0.png - Prediction 0 - Time 21.01970648765564
