Wed Dec  8 08:10:52 2021       
+-----------------------------------------------------------------------------+
| NVIDIA-SMI 418.87.00    Driver Version: 418.87.00    CUDA Version: 10.1     |
|-------------------------------+----------------------+----------------------+
| GPU  Name        Persistence-M| Bus-Id        Disp.A | Volatile Uncorr. ECC |
| Fan  Temp  Perf  Pwr:Usage/Cap|         Memory-Usage | GPU-Util  Compute M. |
|===============================+======================+======================|
|   0  Tesla V100-PCIE...  On   | 00000000:AF:00.0 Off |                    0 |
| N/A   29C    P0    26W / 250W |      0MiB / 32480MiB |      0%      Default |
+-------------------------------+----------------------+----------------------+
                                                                               
+-----------------------------------------------------------------------------+
| Processes:                                                       GPU Memory |
|  GPU       PID   Type   Process name                             Usage      |
|=============================================================================|
|  No running processes found                                                 |
+-----------------------------------------------------------------------------+
Rank 0 - Image MIDRC-RICORD-1C-419639-003251-46647-0.png - Prediction 2 - Time 24.197149515151978
Rank 2 - Image MIDRC-RICORD-1C-419639-000025-90087-1.png - Prediction 2 - Time 24.604098081588745
Rank 8 - Image 3db7e979-5f97-4985-bf0c-cdea7951e246.png - Prediction 1 - Time 24.790189743041992
Rank 3 - Image MIDRC-RICORD-1C-419639-001782-15190-0.png - Prediction 2 - Time 25.7789204120636
Rank 7 - Image c21157da-1f74-4966-ba4e-c144d8f5da2d.png - Prediction 1 - Time 23.88102650642395
Rank 4 - Image MIDRC-RICORD-1C-419639-001374-75990-0.png - Prediction 2 - Time 24.21196985244751
Rank 6 - Image 45dd0d26-0740-4c32-bd01-34246a41f3e3.png - Prediction 0 - Time 25.0880765914917
Rank 1 - Image MIDRC-RICORD-1C-SITE2-000182-35476-0.png - Prediction 2 - Time 29.465121269226074
Rank 0 - Image MIDRC-RICORD-1C-419639-001464-39871-0.png - Prediction 2 - Time 20.97110366821289
Rank 2 - Image MIDRC-RICORD-1C-SITE2-000136-21646-0.png - Prediction 2 - Time 20.6850323677063
Rank 8 - Image e2e89418-6c0e-4f50-a2d9-6cd5e58feef0.png - Prediction 1 - Time 20.686204195022583
Rank 3 - Image MIDRC-RICORD-1C-SITE2-000279-56879-0.png - Prediction 2 - Time 21.786394119262695
Rank 7 - Image 5acc56a4-1b6e-4394-9364-9772047d583f.png - Prediction 1 - Time 19.420957326889038
Rank 4 - Image MIDRC-RICORD-1C-419639-003336-50845-0.png - Prediction 2 - Time 20.24579119682312
Rank 6 - Image ad446933-fb8e-4739-bb40-2063e796ffd8.png - Prediction 0 - Time 19.51566481590271
Rank 2 - Image MIDRC-RICORD-1C-SITE2-000153-84142-0.png - Prediction 2 - Time 20.233675956726074
Rank 1 - Image MIDRC-RICORD-1C-419639-000025-17477-0.png - Prediction 2 - Time 24.836315870285034
Rank 8 - Image 393b8e45-6d97-4013-8100-27ebf07a1dad.png - Prediction 1 - Time 20.171987771987915
Rank 0 - Image MIDRC-RICORD-1C-419639-000918-78965-0.png - Prediction 2 - Time 20.748267650604248
Rank 3 - Image MIDRC-RICORD-1C-SITE2-000067-11643-0.png - Prediction 2 - Time 20.16441798210144
Rank 7 - Image dd4d6a4c-1e67-4911-bda2-7d8af75b1b19.png - Prediction 1 - Time 18.958750009536743
Rank 6 - Image 5b12801f-aaf7-442e-b994-ec8f15ce78e5.png - Prediction 0 - Time 19.217604637145996
Rank 4 - Image MIDRC-RICORD-1C-419639-002929-69159-0.png - Prediction 2 - Time 20.08453392982483
Rank 2 - Image MIDRC-RICORD-1C-419639-003216-61144-0.png - Prediction 2 - Time 20.353439807891846
Rank 8 - Image 2348e8ba-483f-476d-b29d-5ba8398d7abc.png - Prediction 1 - Time 20.848387241363525
Rank 0 - Image MIDRC-RICORD-1C-419639-003318-64285-0.png - Prediction 2 - Time 21.26501774787903
Rank 3 - Image MIDRC-RICORD-1C-SITE2-000015-91071-0.png - Prediction 2 - Time 21.354546785354614
Rank 1 - Image MIDRC-RICORD-1C-419639-002528-57471-0.png - Prediction 2 - Time 24.402320384979248
Rank 7 - Image f0ba0019-718f-4677-a723-05c27dba2f3e.png - Prediction 1 - Time 19.458860158920288
Rank 6 - Image 3fe1550e-8bcb-4732-a343-725acce70531.png - Prediction 0 - Time 21.08080005645752
Rank 4 - Image MIDRC-RICORD-1C-SITE2-000120-98054-0.png - Prediction 2 - Time 20.66532325744629
Rank 2 - Image MIDRC-RICORD-1C-419639-001464-60601-0.png - Prediction 2 - Time 20.228898525238037
Rank 8 - Image aef87dc2-a097-4683-9fb1-d1af6838a16a.png - Prediction 0 - Time 19.953688859939575
Rank 0 - Image MIDRC-RICORD-1C-419639-001015-81591-0.png - Prediction 2 - Time 20.629775762557983
Rank 3 - Image MIDRC-RICORD-1C-440808-000016-8.281-0.png - Prediction 0 - Time 20.525333642959595
Rank 7 - Image cc3177c8-6570-497c-aef3-6fbddef692f6.png - Prediction 1 - Time 18.93058466911316
Rank 6 - Image 0bb24183-8b59-48f1-8bbf-4d889976fc82.png - Prediction 0 - Time 19.6342134475708
Rank 1 - Image MIDRC-RICORD-1C-419639-001932-82193-0.png - Prediction 2 - Time 24.919362783432007
Rank 4 - Image MIDRC-RICORD-1C-SITE2-000127-30661-0.png - Prediction 2 - Time 20.06485939025879
Rank 2 - Image MIDRC-RICORD-1C-419639-003380-99227-0.png - Prediction 2 - Time 20.282320022583008
Rank 8 - Image afe1b6e2-203e-4ee5-856a-2f205d8bca2a.png - Prediction 1 - Time 20.475215196609497
Rank 0 - Image MIDRC-RICORD-1C-SITE2-000265-99793-1.png - Prediction 2 - Time 20.548548936843872
Rank 7 - Image 0e03c2d7-9cea-4dc7-8e91-794a8b3ff58d.png - Prediction 1 - Time 19.02167820930481
Rank 3 - Image MIDRC-RICORD-1C-419639-001829-30276-0.png - Prediction 2 - Time 20.626944303512573
Rank 6 - Image 02e4191e-fb03-4581-914c-f0438a17e53e.png - Prediction 0 - Time 20.691696643829346
Rank 4 - Image MIDRC-RICORD-1C-SITE2-000206-25871-0.png - Prediction 2 - Time 20.156986474990845
Rank 1 - Image MIDRC-RICORD-1C-419639-000002-10161-0.png - Prediction 2 - Time 24.280407905578613
Rank 2 - Image MIDRC-RICORD-1C-SITE2-000272-41527-0.png - Prediction 2 - Time 21.25822401046753
Rank 8 - Image 3d070009-c877-4ed4-ac80-53781cb30fef.png - Prediction 1 - Time 20.9347882270813
Rank 7 - Image 070c921f-171c-420c-915b-e49e3f600c38.png - Prediction 1 - Time 19.23010754585266
Rank 0 - Image MIDRC-RICORD-1C-SITE2-000159-61155-0.png - Prediction 2 - Time 20.70892310142517
Rank 3 - Image MIDRC-RICORD-1C-419639-000025-53641-0.png - Prediction 2 - Time 20.23227334022522
Rank 6 - Image a8dfd068-69e9-4486-bb22-2a04f2f2e1a5.png - Prediction 0 - Time 19.837305307388306
Rank 4 - Image MIDRC-RICORD-1C-SITE2-000141-46899-0.png - Prediction 2 - Time 21.015483140945435
Rank 1 - Image MIDRC-RICORD-1C-419639-001464-72163-0.png - Prediction 2 - Time 24.610173225402832
Rank 7 - Image caa545b4-4eea-4e3a-90b1-c4c0789a1109.png - Prediction 1 - Time 19.12291431427002
Rank 2 - Image MIDRC-RICORD-1C-419639-003338-57135-0.png - Prediction 2 - Time 20.54077386856079
Rank 8 - Image 34fbff70-fa6e-4709-ab07-17f739fce394.png - Prediction 1 - Time 21.14371347427368
Rank 0 - Image MIDRC-RICORD-1C-419639-003169-42019-0.png - Prediction 0 - Time 19.95013999938965
Rank 3 - Image MIDRC-RICORD-1C-SITE2-000124-65701-0.png - Prediction 2 - Time 19.944583892822266
Rank 6 - Image 63f71157-7db6-476f-b320-ba2fcbe2543f.png - Prediction 0 - Time 19.680696487426758
Rank 4 - Image MIDRC-RICORD-1C-SITE2-000203-08712-0.png - Prediction 2 - Time 20.888861417770386
Rank 7 - Image 7817b551-d220-479b-815f-395f83e1dba1.png - Prediction 1 - Time 19.079726934432983
Rank 2 - Image MIDRC-RICORD-1C-419639-003060-04928-0.png - Prediction 2 - Time 19.456562042236328
Rank 0 - Image MIDRC-RICORD-1C-SITE2-000238-25854-1.png - Prediction 2 - Time 19.4346022605896
Rank 1 - Image MIDRC-RICORD-1C-SITE2-000239-21655-0.png - Prediction 2 - Time 24.82086420059204
Rank 8 - Image 2c68016e-5a63-4430-a834-efe5d43edd0e.png - Prediction 1 - Time 20.788420915603638
Rank 3 - Image MIDRC-RICORD-1C-419639-001464-85049-0.png - Prediction 2 - Time 20.41398811340332
Rank 6 - Image 1cdba4ee-0bb8-421d-9a24-7febeb399729.png - Prediction 0 - Time 20.665862321853638
Rank 4 - Image MIDRC-RICORD-1C-SITE2-000045-76077-0.png - Prediction 2 - Time 20.151086568832397
Rank 7 - Image f743c21e-5876-460b-bbd6-2e2dcca41baa.png - Prediction 1 - Time 19.418116807937622
Rank 2 - Image MIDRC-RICORD-1C-419639-002889-42412-0.png - Prediction 2 - Time 19.642717599868774
Rank 0 - Image MIDRC-RICORD-1C-419639-001464-33260-0.png - Prediction 2 - Time 19.683258533477783
Rank 8 - Image 8ae822ae-a656-47ba-ac5b-848ce2256575.png - Prediction 1 - Time 21.77199697494507
Rank 3 - Image MIDRC-RICORD-1C-419639-000025-90087-0.png - Prediction 2 - Time 21.096481323242188
Rank 1 - Image MIDRC-RICORD-1C-419639-003371-97350-0.png - Prediction 2 - Time 24.39677882194519
Rank 6 - Image e1d23cbe-213d-48d6-a8c2-672c4e68285d.png - Prediction 0 - Time 20.969083547592163
Rank 4 - Image MIDRC-RICORD-1C-SITE2-000162-64489-0.png - Prediction 2 - Time 19.774195432662964
Rank 7 - Image e1d5a233-39ca-41dc-a289-b07c3e78cdb1.png - Prediction 1 - Time 18.769341707229614
Rank 2 - Image MIDRC-RICORD-1C-SITE2-000106-15732-0.png - Prediction 2 - Time 20.03126573562622
Rank 0 - Image MIDRC-RICORD-1C-SITE2-000018-55212-0.png - Prediction 2 - Time 19.764699935913086
Rank 8 - Image f661fe70-2fc1-4564-9f53-45504c0b0688.png - Prediction 1 - Time 19.806005477905273
Rank 3 - Image MIDRC-RICORD-1C-SITE2-000098-66227-0.png - Prediction 2 - Time 19.980303525924683
Rank 6 - Image 4b1cab8a-c9bd-40e6-bc86-23c6be98a099.png - Prediction 0 - Time 19.604833126068115
Rank 1 - Image MIDRC-RICORD-1C-419639-000432-86017-0.png - Prediction 2 - Time 24.379276990890503
Rank 4 - Image MIDRC-RICORD-1C-419639-001505-21193-0.png - Prediction 2 - Time 20.884777307510376
Rank 7 - Image 40a2f7fd-342e-494b-a7e0-5857b73ec582.png - Prediction 1 - Time 19.155463933944702
Rank 2 - Image MIDRC-RICORD-1C-SITE2-000297-71173-1.png - Prediction 2 - Time 19.73080277442932
Rank 0 - Image MIDRC-RICORD-1C-419639-000025-50888-0.png - Prediction 2 - Time 21.180688619613647
Rank 8 - Image 78c33a1a-8f22-476c-ae97-8190192102df.png - Prediction 1 - Time 20.62579369544983
Rank 3 - Image MIDRC-RICORD-1C-SITE2-000188-54382-0.png - Prediction 2 - Time 20.448060989379883
Rank 6 - Image ec0492da-e6be-49cf-8b18-dc143180f1a2.png - Prediction 0 - Time 20.43470311164856
Rank 4 - Image MIDRC-RICORD-1C-SITE2-000173-80432-1.png - Prediction 2 - Time 20.62073826789856
Rank 1 - Image MIDRC-RICORD-1C-419639-001007-89903-0.png - Prediction 2 - Time 24.898420810699463
Rank 7 - Image bcdd92c8-2cde-4899-a6fc-46b875aaab62.png - Prediction 1 - Time 19.621280670166016
Rank 2 - Image MIDRC-RICORD-1C-SITE2-000204-24409-0.png - Prediction 2 - Time 19.525996446609497
Rank 0 - Image MIDRC-RICORD-1C-419639-001288-10277-0.png - Prediction 2 - Time 21.31550121307373
Rank 8 - Image 652b519d-5eb4-4abc-93f7-15ae661a431f.png - Prediction 1 - Time 20.888939142227173
Rank 3 - Image MIDRC-RICORD-1C-SITE2-000072-79474-0.png - Prediction 2 - Time 20.589014530181885
Rank 6 - Image 89dd8f63-8320-48f3-b142-d903f40d5c8c.png - Prediction 0 - Time 20.779501914978027
Rank 4 - Image MIDRC-RICORD-1C-419639-002871-45785-0.png - Prediction 2 - Time 20.62041425704956
